iter	Passed	Remaining
227	383	1297
228	384	1293
229	385	1290
230	386	1286
231	387	1282
232	388	1278
233	389	1273
234	390	1270
235	391	1266
236	392	1263
237	393	1260
238	394	1256
239	395	1253
240	396	1249
241	397	1246
242	398	1242
243	400	1239
244	401	1236
245	402	1232
246	403	1228
247	404	1225
248	405	1222
249	406	1219
250	407	1216
251	408	1212
252	409	1208
253	410	1205
254	411	1202
255	412	1199
256	413	1196
257	414	1192
258	415	1189
259	416	1186
260	418	1183
261	419	1181
262	420	1178
263	421	1174
264	422	1171
265	423	1168
266	424	1165
267	425	1163
268	426	1160
269	428	1157
270	429	1154
271	430	1151
272	431	1147
273	432	1145
274	433	1142
275	434	1139
276	435	1136
277	436	1133
278	437	1130
279	438	1127
280	439	1125
281	440	1121
282	441	1118
283	442	1116
284	443	1113
285	445	1110
286	445	1107
287	446	1104
288	447	1101
289	448	1098
290	449	1096
291	451	1093
292	452	1090
293	453	1088
294	454	1085
295	455	1083
296	456	1081
297	457	1078
298	458	1076
299	459	1073
300	461	1070
301	462	1068
302	463	1066
303	464	1063
304	465	1061
305	466	1058
306	467	1055
307	468	1051
308	469	1049
309	470	1047
310	471	1044
311	472	1042
312	473	1038
313	474	1035
314	475	1033
315	476	1031
316	477	1028
317	478	1025
318	479	1023
319	480	1020
320	481	1018
321	482	1016
322	484	1014
323	485	1011
324	485	1009
325	486	1006
326	488	1004
327	488	1001
328	489	999
329	491	996
330	492	994
331	493	992
332	494	989
333	494	986
334	496	984
335	497	982
336	498	980
337	499	977
338	500	975
339	501	973
340	502	971
341	503	968
342	504	966
343	505	964
344	506	962
345	507	959
346	508	957
347	509	954
348	510	952
349	511	949
350	512	947
351	513	945
352	514	943
353	515	940
354	516	938
355	517	935
356	518	933
357	519	931
358	520	929
359	521	926
360	522	924
361	523	922
362	524	919
363	525	917
364	526	916
365	527	913
366	528	911
367	529	909
368	530	907
369	531	904
370	532	902
371	533	900
372	534	898
373	535	896
374	536	893
375	537	891
376	538	889
377	539	887
378	540	885
379	541	883
380	542	881
381	543	879
382	544	877
383	545	875
384	546	873
385	548	871
386	549	869
387	550	867
388	551	865
389	552	864
390	553	862
391	554	860
392	555	857
393	556	855
394	557	853
395	558	851
396	559	850
397	560	848
398	561	846
399	562	844
400	563	842
401	565	840
402	566	839
403	567	837
404	568	835
405	569	833
406	570	831
407	571	829
408	572	827
409	573	825
410	574	823
411	575	821
412	576	820
413	578	818
414	578	815
415	579	814
416	581	812
417	582	810
418	583	808
419	584	806
420	585	804
421	586	803
422	587	801
423	588	799
424	589	797
425	590	795
426	591	794
427	592	792
428	593	790
429	594	788
430	595	786
431	596	784
432	597	783
433	599	781
434	600	779
435	601	777
436	602	776
437	603	774
438	604	772
439	605	770
440	606	768
441	607	767
442	608	765
443	609	763
444	610	761
445	612	760
446	613	758
447	613	756
448	614	754
449	615	752
450	616	750
451	617	749
452	619	747
453	620	745
454	621	743
455	621	741
456	622	739
457	623	738
458	624	736
459	625	734
460	626	732
461	627	731
462	628	729
463	630	727
464	631	726
465	632	724
466	633	722
467	634	720
468	635	719
469	636	717
470	637	715
471	637	713
472	638	711
473	639	709
474	640	707
475	641	705
476	642	704
477	643	702
478	644	701
479	645	699
480	646	697
481	647	695
482	648	694
483	649	692
484	650	690
485	651	689
486	652	687
487	653	685
488	654	684
489	655	682
490	657	681
491	658	679
492	659	677
493	660	676
494	660	674
495	662	672
496	663	671
497	664	669
498	665	667
499	666	666
500	667	664
501	668	663
502	669	661
503	670	659
504	671	658
505	672	656
506	673	655
507	674	653
508	676	652
509	677	650
510	678	648
511	679	647
512	680	645
513	681	644
514	682	642
515	683	641
516	684	639
517	685	638
518	687	636
519	688	635
520	689	633
521	690	632
522	691	630
523	692	628
524	693	627
525	694	625
526	694	623
527	695	622
528	697	620
529	698	619
530	699	617
531	700	616
532	701	614
533	702	612
534	703	611
535	704	609
536	705	608
537	706	606
538	707	605
539	708	603
540	709	602
541	710	600
542	711	599
543	713	597
544	714	596
545	715	594
546	716	593
547	717	591
548	718	590
549	719	588
550	720	587
551	721	585
552	722	584
553	723	582
554	724	581
555	726	579
556	727	578
557	728	576
558	729	575
559	730	574
560	731	572
561	732	571
562	734	569
563	735	568
564	736	567
565	737	565
566	739	564
567	740	563
568	741	561
569	742	560
570	744	559
571	745	557
572	746	556
573	747	555
574	749	553
575	750	552
576	751	550
577	752	549
578	753	547
579	754	546
580	755	545
581	757	543
582	758	542
583	759	541
584	760	539
585	761	538
586	762	536
587	763	535
588	765	533
589	766	532
590	767	531
591	768	529
592	769	528
593	771	527
594	772	525
595	773	524
596	774	523
597	776	521
598	777	520
599	778	519
600	780	517
601	781	516
602	782	514
603	783	513
604	784	512
605	785	510
606	786	509
607	787	507
608	788	506
609	789	504
610	791	503
611	792	502
612	793	500
613	794	499
614	795	497
615	796	496
616	797	495
617	798	493
618	799	492
619	800	490
620	801	489
621	802	487
622	803	486
623	805	485
624	806	483
625	807	482
626	808	480
627	809	479
628	810	478
629	811	476
630	812	475
631	813	473
632	815	472
633	816	471
634	817	469
635	818	468
636	819	466
637	820	465
638	821	464
639	822	462
640	823	461
641	824	459
642	825	458
643	826	456
644	827	455
645	828	454
646	829	452
647	830	451
648	831	449
649	832	448
650	833	447
651	834	445
652	835	444
653	837	442
654	838	441
655	839	440
656	840	438
657	841	437
658	842	435
659	842	434
660	843	432
661	844	431
662	846	430
663	847	428
664	848	427
665	849	426
666	851	424
667	852	423
668	853	422
669	854	420
670	855	419
671	856	418
672	858	416
673	859	415
674	859	413
675	860	412
676	862	411
677	863	409
678	864	408
679	865	407
680	866	405
681	867	404
682	868	403
683	869	401
684	871	400
685	872	399
686	873	397
687	874	396
688	875	395
689	876	393
690	877	392
691	878	391
692	879	389
693	880	388
694	881	387
695	883	385
696	884	384
697	885	382
698	886	381
699	887	380
700	888	379
701	889	377
702	891	376
703	892	375
704	892	373
705	894	372
706	895	370
707	896	369
708	897	368
709	898	366
710	899	365
711	900	364
712	901	362
713	902	361
714	903	360
715	904	358
716	905	357
717	906	356
718	907	354
719	908	353
720	910	352
721	911	350
722	912	349
723	913	348
724	914	346
725	915	345
726	916	344
727	917	342
728	918	341
729	919	340
730	920	338
731	921	337
732	922	336
733	923	334
734	924	333
735	925	332
736	926	330
737	927	329
738	928	327
739	929	326
740	930	325
741	931	323
742	932	322
743	933	321
744	934	319
745	935	318
746	936	317
747	937	315
748	938	314
749	939	313
750	940	311
751	941	310
752	942	309
753	943	307
754	945	306
755	946	305
756	947	304
757	948	302
758	949	301
759	950	300
760	951	298
761	952	297
762	953	296
763	954	294
764	956	293
765	957	292
766	958	291
767	959	289
768	960	288
769	961	287
770	961	285
771	962	284
772	963	283
773	964	281
774	966	280
775	967	279
776	968	277
777	969	276
778	970	275
779	971	274
780	972	272
781	973	271
782	975	270
783	976	268
784	977	267
785	978	266
786	979	265
787	980	263
788	981	262
789	982	261
790	983	259
791	984	258
792	985	257
793	986	255
794	987	254
795	988	253
796	989	252
797	990	250
798	991	249
799	993	248
800	994	246
801	995	245
802	996	244
803	997	243
804	998	241
805	999	240
806	1000	239
807	1001	238
808	1002	236
809	1003	235
810	1004	234
811	1005	232
812	1006	231
813	1007	230
814	1008	229
815	1009	227
816	1010	226
817	1011	225
818	1012	223
819	1013	222
820	1014	221
821	1015	219
822	1016	218
823	1018	217
824	1019	216
825	1020	214
826	1021	213
827	1022	212
828	1023	211
829	1025	209
830	1025	208
831	1026	207
832	1028	206
833	1028	204
834	1030	203
835	1031	202
836	1032	201
837	1033	199
838	1034	198
839	1035	197
840	1036	195
841	1037	194
842	1038	193
843	1039	192
844	1040	190
845	1041	189
846	1042	188
847	1043	187
848	1044	185
849	1045	184
850	1046	183
851	1047	181
852	1048	180
853	1049	179
854	1050	178
855	1051	176
856	1052	175
857	1053	174
858	1054	173
859	1055	171
860	1056	170
861	1057	169
862	1058	168
863	1059	166
864	1060	165
865	1061	164
866	1062	163
867	1063	161
868	1064	160
869	1065	159
870	1066	158
871	1067	156
872	1069	155
873	1070	154
874	1071	153
875	1072	151
876	1073	150
877	1074	149
878	1075	148
879	1076	146
880	1077	145
881	1078	144
882	1079	143
883	1080	141
884	1081	140
885	1082	139
886	1084	138
887	1085	136
888	1086	135
889	1087	134
890	1088	133
891	1089	131
892	1090	130
893	1092	129
894	1093	128
895	1094	126
896	1095	125
897	1096	124
898	1097	123
899	1098	122
900	1099	120
901	1100	119
902	1101	118
903	1102	117
904	1103	115
905	1104	114
906	1105	113
907	1107	112
908	1108	110
909	1109	109
910	1110	108
911	1111	107
912	1112	105
913	1113	104
914	1113	103
915	1114	102
916	1116	101
917	1117	99
918	1118	98
919	1119	97
920	1120	96
921	1120	94
922	1122	93
923	1123	92
924	1124	91
925	1125	89
926	1126	88
927	1127	87
928	1128	86
929	1129	85
930	1130	83
931	1131	82
932	1132	81
933	1133	80
934	1135	78
935	1136	77
936	1137	76
937	1138	75
938	1139	74
939	1140	72
940	1141	71
941	1142	70
942	1143	69
943	1145	67
944	1146	66
945	1147	65
946	1148	64
947	1149	63
948	1150	61
949	1151	60
950	1152	59
951	1153	58
952	1154	56
953	1155	55
954	1156	54
955	1157	53
956	1158	52
957	1159	50
958	1160	49
959	1161	48
960	1162	47
961	1163	45
962	1164	44
963	1165	43
964	1166	42
965	1167	41
966	1168	39
967	1169	38
968	1170	37
969	1171	36
970	1172	35
971	1173	33
972	1174	32
973	1175	31
974	1177	30
975	1178	28
976	1179	27
977	1180	26
978	1181	25
979	1182	24
980	1183	22
981	1184	21
982	1185	20
983	1186	19
984	1187	18
985	1189	16
986	1190	15
987	1191	14
988	1192	13
989	1193	12
990	1194	10
991	1195	9
992	1196	8
993	1197	7
994	1198	6
995	1199	4
996	1200	3
997	1201	2
998	1202	1
999	1203	0
